EmployeeID,Age,Gender,Department,JobRole,EducationField,BusinessTravel,MaritalStatus,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,TrainingTimesLastYear,PerformanceRating,Attrition
489,52,Female,Human Resources,Human Resources,Marketing,Non-Travel,Divorced,19279,No,3,1,1,0,0,4,Yes
490,40,Male,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Single,18030,Yes,4,3,9,8,3,3,No
491,48,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Divorced,19221,Yes,3,2,12,2,5,3,No
492,21,Male,Human Resources,Human Resources,Other,Travel_Rarely,Married,9319,Yes,4,3,5,1,5,3,No
493,28,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Married,16179,Yes,2,1,12,4,1,4,No
494,31,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Married,10125,Yes,4,1,3,1,3,3,No
495,34,Male,Sales,Sales Executive,Technical Degree,Non-Travel,Single,15659,Yes,3,3,20,4,5,3,No
496,28,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Single,11226,Yes,2,3,3,1,5,4,Yes
497,25,Male,Sales,Manager,Life Sciences,Non-Travel,Single,6939,No,4,3,7,4,2,3,No
498,43,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Divorced,12582,No,2,1,0,0,3,4,No
499,26,Female,Research & Development,Research Scientist,Life Sciences,Travel_Frequently,Single,13167,Yes,3,1,11,8,3,4,No
500,27,Male,Human Resources,Human Resources,Other,Non-Travel,Divorced,13584,Yes,2,4,17,2,5,4,No
501,31,Male,Research & Development,Laboratory Technician,Other,Non-Travel,Divorced,5505,No,3,2,7,6,4,4,No
502,30,Female,Sales,Sales Representative,Other,Travel_Frequently,Single,18633,Yes,4,1,2,0,2,3,No
503,39,Male,Sales,Sales Executive,Technical Degree,Travel_Rarely,Single,8275,No,3,2,8,1,3,4,No
504,18,Male,Research & Development,Research Scientist,Other,Travel_Frequently,Divorced,7386,No,4,2,7,2,0,3,Yes
505,20,Male,Sales,Sales Representative,Medical,Travel_Rarely,Single,14124,Yes,1,4,9,1,0,3,No
506,59,Male,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Single,11449,Yes,3,3,3,3,4,3,No
507,44,Male,Sales,Manager,Marketing,Non-Travel,Divorced,17610,No,3,4,9,4,3,3,No
508,37,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,15087,No,2,4,17,7,5,4,No
509,41,Female,Sales,Manager,Technical Degree,Travel_Rarely,Married,3855,No,2,1,18,8,2,4,No
510,51,Male,Sales,Sales Representative,Medical,Non-Travel,Married,5445,Yes,3,1,1,1,1,3,Yes
511,60,Male,Sales,Manager,Other,Travel_Frequently,Married,5808,No,4,1,9,0,3,4,No
512,35,Female,Sales,Sales Representative,Other,Travel_Frequently,Married,10965,No,1,2,5,5,3,3,No
513,40,Male,Research & Development,Research Scientist,Marketing,Travel_Frequently,Divorced,5646,Yes,2,2,14,9,4,4,No
514,55,Male,Sales,Sales Representative,Other,Travel_Frequently,Single,8106,No,2,2,3,1,5,4,No
515,42,Female,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Married,11908,No,3,4,1,0,6,3,No
516,55,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Single,18176,Yes,3,1,18,2,6,3,No
517,35,Female,Human Resources,Human Resources,Other,Travel_Frequently,Single,3920,Yes,2,4,20,5,1,3,No
518,52,Female,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Married,5287,No,3,1,1,0,1,4,No
519,41,Female,Human Resources,Human Resources,Other,Non-Travel,Divorced,12675,Yes,2,2,13,8,2,4,No
520,58,Male,Research & Development,Research Scientist,Other,Travel_Rarely,Single,15354,Yes,4,2,14,10,3,3,No
521,56,Male,Research & Development,Research Scientist,Medical,Travel_Rarely,Married,6455,Yes,3,3,16,3,6,3,Yes
522,36,Female,Research & Development,Research Scientist,Technical Degree,Non-Travel,Single,18890,No,1,3,14,4,0,4,No
523,29,Male,Sales,Sales Representative,Marketing,Non-Travel,Single,3478,Yes,3,2,18,0,3,4,Yes
524,47,Female,Human Resources,Human Resources,Marketing,Travel_Rarely,Married,7968,Yes,2,3,13,7,1,4,No
525,56,Female,Sales,Sales Executive,Technical Degree,Travel_Rarely,Married,15569,No,4,4,18,0,5,4,Yes
526,49,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Single,18796,No,1,3,3,1,0,3,Yes
527,34,Female,Sales,Sales Representative,Life Sciences,Non-Travel,Married,11630,Yes,2,3,2,0,4,4,No
528,43,Female,Sales,Manager,Marketing,Non-Travel,Divorced,17816,No,3,1,5,0,4,4,No
529,49,Female,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Married,4048,No,3,3,3,0,1,4,No
530,54,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Married,9385,No,2,3,12,6,6,4,No
531,23,Female,Research & Development,Laboratory Technician,Marketing,Non-Travel,Single,17651,Yes,2,4,8,0,1,3,Yes
532,54,Male,Research & Development,Research Scientist,Marketing,Travel_Rarely,Divorced,12140,Yes,3,1,9,5,6,4,No
533,22,Female,Sales,Manager,Medical,Travel_Rarely,Married,11294,Yes,3,1,14,0,1,4,No
534,48,Male,Research & Development,Laboratory Technician,Technical Degree,Non-Travel,Single,3489,No,3,2,8,8,4,3,No
535,41,Female,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Single,2578,No,1,2,17,2,1,3,No
536,43,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Divorced,13115,Yes,3,2,1,1,4,4,No
537,46,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Single,15082,No,3,2,15,1,5,4,No
538,47,Male,Research & Development,Research Scientist,Other,Non-Travel,Divorced,19291,No,2,3,15,7,6,3,No
539,36,Male,Research & Development,Research Scientist,Marketing,Travel_Rarely,Married,6805,No,4,3,14,7,0,3,No
540,24,Female,Research & Development,Laboratory Technician,Medical,Travel_Frequently,Divorced,4723,Yes,3,2,11,4,3,3,No
541,27,Female,Research & Development,Research Scientist,Marketing,Travel_Rarely,Married,3287,Yes,2,2,0,0,0,4,No
542,43,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Married,16948,Yes,4,4,1,1,3,3,No
543,41,Male,Human Resources,Human Resources,Medical,Travel_Rarely,Married,15543,No,2,2,19,10,0,4,No
544,20,Female,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,9741,No,4,2,10,9,2,4,No
545,25,Female,Research & Development,Research Scientist,Other,Travel_Frequently,Divorced,13394,Yes,1,1,10,10,5,4,No
546,42,Male,Sales,Sales Executive,Marketing,Travel_Frequently,Married,13473,No,1,2,7,4,5,3,No
547,41,Female,Sales,Sales Executive,Technical Degree,Travel_Frequently,Divorced,4290,No,1,2,9,9,6,3,No
548,54,Female,Research & Development,Laboratory Technician,Medical,Travel_Frequently,Divorced,8950,Yes,1,1,11,8,3,3,No
549,30,Male,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Married,11855,No,4,1,5,1,0,3,Yes
550,18,Female,Sales,Sales Executive,Marketing,Travel_Rarely,Divorced,16216,Yes,1,2,10,2,2,4,No
551,36,Female,Human Resources,Human Resources,Other,Travel_Rarely,Single,5315,No,1,2,18,0,2,4,No
552,58,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Divorced,11273,Yes,2,1,17,2,4,4,No
553,35,Female,Sales,Sales Executive,Marketing,Non-Travel,Single,7970,Yes,2,3,12,5,3,4,No
554,18,Female,Sales,Sales Representative,Medical,Travel_Frequently,Married,18792,No,1,2,4,0,1,3,No
555,60,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Divorced,17600,No,4,2,17,0,4,3,No
556,44,Male,Sales,Sales Representative,Medical,Non-Travel,Divorced,10394,No,1,4,20,2,2,3,No
557,19,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,6286,Yes,1,2,0,0,1,3,Yes
558,41,Male,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Married,3946,Yes,3,2,7,6,3,4,No
559,19,Female,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Married,9562,Yes,3,4,2,1,1,3,No
560,55,Female,Human Resources,Human Resources,Other,Travel_Frequently,Married,2907,Yes,2,1,20,1,3,4,No
561,30,Female,Sales,Sales Representative,Other,Non-Travel,Divorced,11632,No,1,4,7,3,2,4,No
562,52,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Single,4597,Yes,3,2,5,0,4,4,No
563,56,Female,Research & Development,Research Scientist,Medical,Travel_Frequently,Married,11502,Yes,3,4,9,9,1,4,No
564,51,Male,Research & Development,Research Scientist,Life Sciences,Non-Travel,Married,18130,No,2,2,19,1,5,3,No
565,33,Female,Research & Development,Laboratory Technician,Medical,Non-Travel,Single,16038,No,2,3,4,1,0,3,No
566,30,Male,Human Resources,Human Resources,Other,Non-Travel,Married,19820,Yes,1,2,3,1,6,3,No
567,52,Male,Sales,Sales Executive,Medical,Travel_Frequently,Married,16752,No,2,2,6,4,5,3,Yes
568,36,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Married,2664,Yes,3,4,15,0,3,3,No
569,45,Male,Sales,Sales Representative,Other,Travel_Frequently,Married,3391,Yes,1,2,19,1,1,4,No
570,54,Male,Sales,Sales Executive,Marketing,Non-Travel,Married,3611,Yes,3,1,12,1,6,3,Yes
571,37,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,7122,No,2,2,16,5,4,3,No
572,44,Female,Research & Development,Research Scientist,Other,Non-Travel,Single,11409,No,1,4,0,0,5,4,No
573,35,Female,Sales,Manager,Marketing,Travel_Frequently,Single,19992,Yes,3,4,3,3,1,3,No
574,53,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Divorced,11353,No,4,2,13,9,4,4,Yes
575,49,Female,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Married,19211,Yes,1,3,13,6,4,4,No
576,52,Male,Sales,Sales Representative,Medical,Travel_Rarely,Married,5526,Yes,4,2,2,2,6,4,No
577,24,Male,Sales,Sales Representative,Other,Non-Travel,Single,19811,Yes,3,2,14,7,3,3,No
578,23,Female,Research & Development,Research Scientist,Medical,Non-Travel,Divorced,11426,Yes,4,3,2,0,4,4,No
579,57,Female,Sales,Sales Executive,Technical Degree,Travel_Rarely,Divorced,11506,Yes,2,4,3,0,6,3,Yes
580,60,Male,Sales,Manager,Technical Degree,Travel_Frequently,Married,12275,No,3,1,13,4,4,4,No
581,44,Male,Research & Development,Laboratory Technician,Medical,Non-Travel,Divorced,9374,Yes,4,1,5,4,5,4,No
582,47,Female,Sales,Sales Representative,Life Sciences,Travel_Frequently,Single,11793,Yes,4,4,1,0,3,3,No
583,55,Male,Research & Development,Laboratory Technician,Marketing,Non-Travel,Single,7767,Yes,3,1,13,9,2,3,No
584,50,Female,Human Resources,Human Resources,Medical,Non-Travel,Single,9113,No,2,4,11,7,2,3,No
585,44,Male,Sales,Sales Representative,Technical Degree,Travel_Rarely,Divorced,17690,No,4,4,13,10,6,3,No
586,30,Female,Research & Development,Research Scientist,Other,Travel_Rarely,Married,16884,No,2,4,14,9,2,3,No
587,28,Female,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Single,6198,No,4,2,7,4,6,4,No
588,28,Female,Research & Development,Laboratory Technician,Medical,Non-Travel,Married,6317,No,2,4,8,6,0,4,No
589,57,Male,Sales,Manager,Life Sciences,Non-Travel,Divorced,17323,Yes,4,2,20,0,5,3,No
590,47,Male,Human Resources,Human Resources,Life Sciences,Non-Travel,Single,2575,Yes,4,4,19,1,1,4,Yes
591,26,Female,Sales,Sales Representative,Life Sciences,Non-Travel,Married,14507,No,4,1,0,0,3,3,Yes
592,19,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Single,8357,Yes,4,1,16,9,0,4,No
593,49,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,15882,No,1,4,18,1,5,4,No
594,43,Female,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,Married,16289,No,4,4,1,0,5,3,No
595,28,Male,Sales,Sales Representative,Medical,Travel_Rarely,Divorced,16028,Yes,4,3,0,0,3,3,No
596,50,Female,Sales,Sales Executive,Marketing,Travel_Frequently,Divorced,19839,Yes,2,1,11,10,1,3,No
597,57,Female,Sales,Sales Representative,Other,Non-Travel,Single,17639,No,1,1,1,1,3,4,No
598,20,Female,Human Resources,Human Resources,Medical,Non-Travel,Married,17841,Yes,1,1,9,5,5,3,No
599,18,Male,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,Married,19533,No,2,4,13,9,1,3,No
600,21,Female,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,Married,9179,Yes,3,2,9,6,2,4,No
601,54,Female,Sales,Sales Executive,Life Sciences,Non-Travel,Single,3537,Yes,4,3,20,9,5,4,No
602,60,Female,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Single,11752,Yes,2,4,14,1,5,3,No
603,60,Female,Human Resources,Human Resources,Other,Non-Travel,Divorced,15826,Yes,4,2,6,0,4,4,No
604,23,Female,Human Resources,Human Resources,Other,Non-Travel,Single,13088,No,1,2,14,4,5,4,No
605,43,Female,Research & Development,Research Scientist,Life Sciences,Non-Travel,Single,13427,No,4,2,13,3,2,4,No
606,34,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Single,9545,Yes,4,1,2,2,3,4,Yes
607,21,Female,Research & Development,Research Scientist,Medical,Non-Travel,Divorced,10211,Yes,4,3,19,4,5,3,No
608,39,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Divorced,11021,No,3,2,17,0,6,4,No
609,28,Male,Sales,Manager,Other,Non-Travel,Divorced,2912,No,1,3,2,0,6,3,No
610,54,Female,Sales,Manager,Marketing,Travel_Rarely,Married,10236,No,2,4,8,2,1,3,No
611,42,Male,Sales,Manager,Medical,Non-Travel,Single,4340,No,3,3,1,0,2,4,No
612,43,Female,Sales,Sales Executive,Marketing,Travel_Frequently,Single,6072,No,2,3,17,6,1,3,No
613,35,Female,Human Resources,Human Resources,Marketing,Travel_Rarely,Married,11526,No,2,3,2,2,5,4,No
614,60,Male,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Single,7005,No,4,3,15,4,2,3,No
615,30,Female,Sales,Manager,Life Sciences,Travel_Rarely,Divorced,4021,Yes,2,3,8,2,6,3,No
616,58,Female,Human Resources,Human Resources,Other,Travel_Rarely,Divorced,10714,No,1,4,19,6,3,3,No
617,19,Male,Research & Development,Laboratory Technician,Other,Travel_Frequently,Single,4844,Yes,1,2,14,10,0,3,No
618,20,Female,Sales,Sales Representative,Life Sciences,Non-Travel,Single,4562,Yes,1,3,9,4,3,3,No
619,24,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Single,10734,Yes,3,4,16,1,3,4,Yes
620,19,Female,Research & Development,Research Scientist,Life Sciences,Non-Travel,Married,11422,Yes,4,4,3,0,3,4,No
621,42,Male,Sales,Sales Executive,Technical Degree,Travel_Frequently,Married,11750,Yes,1,2,2,2,3,4,No
622,18,Male,Human Resources,Human Resources,Medical,Travel_Frequently,Married,14996,Yes,1,1,9,0,6,4,No
623,46,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,18594,Yes,4,1,8,2,2,4,No
624,41,Male,Research & Development,Research Scientist,Other,Non-Travel,Divorced,6150,No,2,1,0,0,2,3,No
625,28,Female,Sales,Sales Representative,Technical Degree,Travel_Rarely,Single,15201,No,3,2,4,1,1,3,No
626,38,Male,Sales,Sales Executive,Marketing,Travel_Rarely,Single,8250,Yes,1,2,19,3,6,4,No
627,46,Female,Human Resources,Human Resources,Marketing,Non-Travel,Single,11864,No,2,3,20,0,5,3,Yes
628,34,Male,Research & Development,Laboratory Technician,Medical,Travel_Rarely,Divorced,19673,Yes,1,1,13,4,3,4,No
629,39,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,11635,Yes,2,2,9,7,1,4,Yes
630,51,Female,Sales,Sales Representative,Medical,Travel_Rarely,Single,13402,No,4,3,3,1,4,3,No
631,41,Male,Sales,Sales Representative,Life Sciences,Non-Travel,Single,17444,Yes,3,1,13,3,2,4,No
632,20,Female,Sales,Sales Executive,Technical Degree,Travel_Frequently,Married,15078,Yes,2,4,19,1,3,3,No
633,29,Female,Research & Development,Research Scientist,Technical Degree,Non-Travel,Single,8483,Yes,3,1,19,0,3,4,No
634,37,Male,Human Resources,Human Resources,Other,Non-Travel,Married,12372,Yes,3,2,18,1,1,3,No
635,53,Female,Human Resources,Human Resources,Medical,Non-Travel,Married,16522,No,4,1,3,0,3,3,No
636,59,Female,Sales,Manager,Medical,Travel_Rarely,Married,12286,No,3,4,17,3,6,4,No
637,57,Male,Research & Development,Research Scientist,Other,Travel_Frequently,Single,9866,Yes,2,1,17,3,2,4,No
638,32,Female,Research & Development,Research Scientist,Life Sciences,Travel_Frequently,Single,5740,No,3,2,3,1,5,3,No
639,56,Female,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,9285,Yes,2,4,14,6,2,3,No
640,40,Male,Sales,Sales Representative,Other,Non-Travel,Divorced,6070,Yes,2,2,3,3,5,4,No
641,22,Male,Sales,Manager,Other,Non-Travel,Single,16688,Yes,2,1,17,9,4,3,No
642,29,Female,Research & Development,Research Scientist,Medical,Non-Travel,Married,13850,No,2,1,15,4,0,3,No
643,58,Male,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Married,15513,Yes,2,1,12,9,2,3,No
644,59,Male,Human Resources,Human Resources,Technical Degree,Non-Travel,Divorced,5246,No,4,2,3,3,2,3,No
645,30,Male,Sales,Sales Executive,Life Sciences,Non-Travel,Single,3424,No,4,3,1,1,4,3,No
646,21,Female,Sales,Sales Executive,Life Sciences,Travel_Rarely,Married,15439,Yes,1,4,12,10,6,4,No
647,36,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Single,13703,No,1,4,13,10,2,3,No
648,44,Male,Sales,Sales Executive,Other,Travel_Frequently,Single,7442,Yes,4,2,20,7,1,3,No
649,18,Male,Human Resources,Human Resources,Medical,Non-Travel,Single,13574,Yes,4,1,5,3,3,3,No
650,29,Male,Research & Development,Research Scientist,Marketing,Travel_Frequently,Married,15130,Yes,2,3,4,4,6,4,No
651,35,Female,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Married,10819,Yes,3,2,14,4,3,4,No
652,59,Female,Research & Development,Laboratory Technician,Life Sciences,Non-Travel,Married,6094,No,1,4,7,4,3,4,No
653,33,Female,Human Resources,Human Resources,Other,Non-Travel,Married,10734,No,4,1,11,7,6,3,No
654,26,Male,Human Resources,Human Resources,Technical Degree,Travel_Frequently,Divorced,10865,Yes,2,2,6,1,3,3,No
655,47,Male,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Married,10813,No,2,4,12,8,5,4,No
656,47,Female,Sales,Sales Representative,Technical Degree,Non-Travel,Single,3895,Yes,2,4,17,5,5,3,No
657,42,Female,Human Resources,Human Resources,Marketing,Travel_Rarely,Married,18954,Yes,4,1,17,6,5,3,No
658,56,Male,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Married,16218,No,3,1,0,0,0,3,No
659,33,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Single,14573,No,4,3,5,4,4,3,No
660,46,Male,Sales,Manager,Other,Non-Travel,Married,6036,Yes,4,4,2,0,3,3,Yes
661,26,Female,Human Resources,Human Resources,Other,Travel_Frequently,Single,14875,No,1,2,14,7,1,4,No
662,23,Male,Sales,Sales Executive,Other,Travel_Rarely,Divorced,8056,Yes,2,3,14,0,5,3,No
663,60,Male,Human Resources,Human Resources,Marketing,Non-Travel,Married,4086,No,1,2,3,2,4,3,Yes
664,39,Male,Sales,Sales Representative,Life Sciences,Travel_Frequently,Married,8241,Yes,3,1,1,0,5,4,No
665,35,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Divorced,16446,Yes,1,2,0,0,5,4,No
666,46,Male,Sales,Manager,Marketing,Travel_Rarely,Married,17560,No,3,2,4,2,4,3,No
667,57,Female,Research & Development,Research Scientist,Technical Degree,Travel_Frequently,Single,11370,Yes,2,1,9,4,5,3,No
668,29,Female,Sales,Manager,Medical,Travel_Rarely,Married,13263,Yes,3,3,9,9,3,4,No
669,54,Male,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Single,4034,Yes,4,3,4,2,5,4,No
670,30,Female,Sales,Manager,Life Sciences,Travel_Rarely,Married,6385,Yes,3,3,15,3,6,4,No
671,57,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Single,15366,No,3,3,11,10,0,4,Yes
672,20,Female,Sales,Sales Representative,Life Sciences,Travel_Rarely,Divorced,17184,Yes,2,4,5,5,0,3,No
673,55,Male,Human Resources,Human Resources,Marketing,Non-Travel,Divorced,17182,Yes,2,3,12,10,5,4,No
674,31,Female,Sales,Manager,Other,Non-Travel,Married,4449,No,3,1,2,1,5,3,No
675,29,Male,Research & Development,Research Scientist,Other,Non-Travel,Married,11870,Yes,3,1,3,2,3,3,No
676,37,Female,Sales,Manager,Marketing,Travel_Frequently,Divorced,17750,Yes,4,1,4,4,0,4,No
677,59,Female,Sales,Sales Representative,Medical,Travel_Frequently,Single,3277,Yes,2,1,9,0,2,3,No
678,22,Male,Research & Development,Research Scientist,Life Sciences,Non-Travel,Married,14990,No,4,1,9,3,4,4,No
679,49,Female,Research & Development,Research Scientist,Medical,Travel_Frequently,Married,17247,No,1,3,6,0,4,3,No
680,49,Male,Research & Development,Laboratory Technician,Medical,Travel_Frequently,Married,16357,Yes,3,4,19,2,1,4,No
681,43,Female,Sales,Manager,Technical Degree,Non-Travel,Single,18592,No,2,1,13,10,5,4,No
682,49,Female,Sales,Sales Executive,Other,Travel_Rarely,Married,16965,No,2,1,17,2,1,4,No
683,56,Male,Sales,Sales Representative,Other,Travel_Frequently,Married,6334,Yes,4,4,8,6,6,4,No
684,48,Male,Sales,Manager,Technical Degree,Non-Travel,Married,17589,Yes,4,1,17,6,6,4,No
685,26,Male,Sales,Sales Executive,Other,Travel_Frequently,Divorced,17293,Yes,3,4,1,0,4,3,No
686,19,Female,Research & Development,Research Scientist,Life Sciences,Non-Travel,Single,12401,Yes,3,4,4,2,0,4,No
687,25,Male,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Divorced,5062,No,1,4,3,1,3,4,Yes
688,41,Male,Human Resources,Human Resources,Marketing,Non-Travel,Divorced,13574,Yes,3,1,18,0,3,3,No
689,23,Male,Research & Development,Research Scientist,Other,Travel_Frequently,Divorced,13199,No,2,2,6,6,3,3,No
690,60,Female,Research & Development,Research Scientist,Marketing,Travel_Rarely,Single,12236,No,1,3,7,2,6,4,No
691,18,Female,Sales,Manager,Life Sciences,Travel_Frequently,Married,19414,Yes,1,1,20,3,2,4,No
692,45,Female,Sales,Sales Representative,Life Sciences,Travel_Frequently,Married,19310,No,1,2,6,2,4,3,No
693,35,Male,Research & Development,Laboratory Technician,Other,Non-Travel,Divorced,8346,Yes,1,3,0,0,5,3,No
694,53,Female,Sales,Manager,Technical Degree,Travel_Rarely,Single,3033,No,3,4,9,2,2,3,No
695,58,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Divorced,19233,Yes,2,3,16,10,2,4,No
696,31,Male,Sales,Manager,Other,Non-Travel,Divorced,8460,No,3,1,7,7,1,3,No
697,19,Male,Sales,Manager,Marketing,Non-Travel,Divorced,11417,No,1,1,14,5,6,4,No
698,27,Female,Sales,Manager,Life Sciences,Travel_Rarely,Married,6538,Yes,2,2,2,2,1,3,Yes
699,27,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Married,18208,Yes,2,1,15,6,3,4,No
700,55,Male,Human Resources,Human Resources,Marketing,Travel_Rarely,Married,5639,No,3,3,19,0,2,3,No
701,44,Female,Human Resources,Human Resources,Marketing,Travel_Rarely,Married,6368,No,3,2,8,3,3,3,No
702,43,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Married,8280,Yes,4,3,11,0,3,4,No
703,33,Female,Human Resources,Human Resources,Medical,Travel_Frequently,Married,17850,No,4,3,17,3,3,4,No
704,23,Male,Human Resources,Human Resources,Life Sciences,Non-Travel,Divorced,18388,Yes,2,3,17,6,0,4,No
705,56,Male,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,Divorced,15311,Yes,1,1,7,6,6,3,No
706,35,Female,Human Resources,Human Resources,Life Sciences,Travel_Frequently,Married,17552,No,1,3,7,6,1,4,Yes
707,31,Female,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,17898,Yes,3,4,12,1,6,3,No
708,26,Female,Sales,Manager,Marketing,Travel_Rarely,Single,16084,Yes,3,3,20,4,5,4,No
709,37,Male,Human Resources,Human Resources,Technical Degree,Travel_Rarely,Divorced,11720,Yes,3,4,11,2,1,3,No
710,34,Male,Human Resources,Human Resources,Other,Travel_Rarely,Single,12710,No,2,2,12,6,1,3,No
711,55,Female,Sales,Sales Representative,Technical Degree,Non-Travel,Single,8513,No,3,3,15,2,6,3,No
712,39,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,Single,15913,No,3,2,8,4,5,3,No
713,28,Male,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,Divorced,4357,Yes,2,1,10,1,3,4,No
714,48,Female,Human Resources,Human Resources,Medical,Travel_Rarely,Single,11903,Yes,2,1,14,2,6,3,No
715,30,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,Married,3992,Yes,1,2,18,2,3,3,No
716,43,Female,Research & Development,Research Scientist,Marketing,Non-Travel,Divorced,17298,No,4,3,2,0,1,3,No
717,43,Male,Sales,Manager,Medical,Non-Travel,Single,7214,Yes,2,3,2,0,1,3,No
718,36,Female,Human Resources,Human Resources,Life Sciences,Non-Travel,Married,7479,Yes,2,1,17,8,0,3,No
719,20,Female,Human Resources,Human Resources,Life Sciences,Travel_Rarely,Married,12532,Yes,4,4,12,5,2,4,No
720,35,Female,Research & Development,Laboratory Technician,Other,Non-Travel,Divorced,9189,Yes,3,3,20,2,5,4,Yes
721,31,Female,Human Resources,Human Resources,Technical Degree,Non-Travel,Married,2503,No,4,2,15,5,0,3,No
722,60,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,Divorced,2601,Yes,4,2,1,1,1,4,No
723,48,Male,Human Resources,Human Resources,Other,Travel_Rarely,Divorced,4234,Yes,3,3,19,0,4,3,No
724,56,Male,Research & Development,Research Scientist,Technical Degree,Non-Travel,Single,6164,Yes,3,2,5,2,2,4,No
725,39,Female,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,Divorced,17162,No,1,3,19,1,3,3,No
726,43,Female,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,Single,10997,Yes,4,4,5,4,1,3,No
727,27,Male,Human Resources,Human Resources,Marketing,Travel_Frequently,Single,11585,No,4,4,12,10,4,4,No
728,23,Female,Human Resources,Human Resources,Other,Non-Travel,Single,12528,Yes,2,3,13,4,6,3,No
729,34,Female,Sales,Sales Representative,Medical,Travel_Frequently,Divorced,12454,No,4,1,10,6,2,3,No
730,51,Male,Research & Development,Laboratory Technician,Other,Non-Travel,Single,14079,Yes,2,3,15,5,1,4,No
731,46,Female,Research & Development,Laboratory Technician,Marketing,Non-Travel,Single,3079,Yes,3,2,1,0,2,4,Yes
732,25,Female,Sales,Sales Executive,Marketing,Non-Travel,Married,3392,Yes,4,3,19,6,6,3,No
733,22,Female,Research & Development,Research Scientist,Marketing,Travel_Rarely,Married,3637,No,3,1,8,2,0,4,No
734,35,Male,Sales,Sales Representative,Other,Non-Travel,Divorced,5687,Yes,4,4,0,0,1,3,No
